Gender ,Age,Title,School Type Level,What is the School location,School Category,State
Male,15.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,18.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,32.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,32.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,IDP School,Unity
Female,19.0,Learner,Primary,Rural,IDP School,Unity
Female,19.0,Learner,Primary,Rural,IDP School,Unity
Female,15.0,Learner,Primary,Rural,IDP School,Unity
Male,23.0,Learner,Primary,Rural,IDP School,Unity
Male,16.0,Learner,Primary,Rural,IDP School,Unity
Male,18.0,Learner,Primary,Rural,IDP School,Unity
Male,21.0,Learner,Primary,Rural,IDP School,Unity
Male,18.0,Learner,Primary,Rural,IDP School,Unity
Female,40.0,Parent/guardian/sibling,Primary,Rural,IDP School,Unity
Male,14.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,18.0,Learner,Primary,Rural,Non-IDP School,Warrap
Female,14.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,37.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,36.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,20.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,8.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,32.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Warrap
Male,13.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,46.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,13.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,13.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,13.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,72.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,70.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,50.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,13.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,14.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,34.0,Teacher,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
,,,,,,Northern Bahr el Ghazal
Female,12.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,12.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,27.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,28.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,43.0,Teacher,Primary,Urban,Non-IDP School,Central Equatoria
Female,14.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,15.0,Learner,Primary,Rural,IDP School,Central Equatoria
Female,15.0,Learner,Primary,Rural,IDP School,Central Equatoria
,,,,,,Upper Nile State
Male,30.0,Teacher,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,39.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,10.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,13.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,14.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Male,33.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,18.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,26.0,Teacher,Primary,Rural,Non-IDP School,Warrap
,,,,,,Warrap
,,,,,,Warrap
Female,10.0,Learner,Primary,Rural,Non-IDP School,Warrap
Female,12.0,Learner,Primary,Rural,Non-IDP School,Warrap
Female,13.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,14.0,Learner,Primary,Rural,Non-IDP School,Warrap
Male,14.0,Learner,Primary,Rural,Non-IDP School,Warrap
Male,39.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Warrap
Female,14.0,Learner,Primary,Rural,Non-IDP School,Lakes
Female,26.0,Teacher,Primary,Urban,Non-IDP School,Eastern Equatoria
,,,,,,Lakes
Male,53.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
,,,,,,Jonglei
Female,22.0,Teacher,Primary,Rural,Non-IDP School,Eastern Equatoria
,,,,,,Jonglei
Male,48.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,31.0,Teacher,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,17.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,20.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
,,,,,,Warrap
,,,,,,Western Equatoria
,,,,,,Unity
Female,17.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,35.0,Teacher,Primary,Urban,Non-IDP School,Warrap
Male,35.0,Teacher,Primary,Urban,Non-IDP School,Warrap
,,,,,,Jonglei
Female,14.0,Learner,Primary,Rural,Non-IDP School,Warrap
Male,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,18.0,Learner,Primary,Rural,Non-IDP School,Lakes
Male,14.0,Learner,Primary,Rural,Non-IDP School,Lakes
Male,15.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,30.0,Teacher,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,40.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Northern Bahr el Ghazal
Male,45.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Northern Bahr el Ghazal
Male,45.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Northern Bahr el Ghazal
Female,33.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Northern Bahr el Ghazal
Male,65.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Northern Bahr el Ghazal
Female,50.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Northern Bahr el Ghazal
Female,18.0,Learner,Secondary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,19.0,Learner,Primary,Urban,Non-IDP School,Unity
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
Female,39.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,14.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,54.0,Teacher,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Male,56.0,Teacher,AES,Urban,Non-IDP School,Western Bahr el Ghazal
Male,13.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,12.0,Learner,Primary,Rural,Non-IDP School,Warrap
Male,21.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,28.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Male,58.0,Teacher,Primary,Urban,IDP School,Western Bahr el Ghazal
Female,30.0,Parent/guardian/sibling,Primary,Urban,IDP School,Western Bahr el Ghazal
Female,12.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,43.0,Parent/guardian/sibling,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,14.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,17.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,43.0,Parent/guardian/sibling,Primary,Urban,IDP School,Western Bahr el Ghazal
Female,36.0,Parent/guardian/sibling,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,19.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,30.0,Parent/guardian/sibling,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,18.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Female,17.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Female,12.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Female,18.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,54.0,Teacher,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
,,,,,,Eastern Equatoria
Female,17.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Female,17.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
,,,,,,Jonglei
,,,,,,Jonglei
Female,18.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,14.0,Learner,Primary,Rural,Non-IDP School,Lakes
Male,10.0,Learner,Primary,Rural,Non-IDP School,Lakes
Male,14.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,6.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,40.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,48.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,5.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,9.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,14.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,32.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,8.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,15.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,43.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,40.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,15.0,Learner,Primary,Rural,Non-IDP School,Lakes
Female,14.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,17.0,Learner,Primary,Rural,Non-IDP School,Lakes
Male,20.0,Learner,Primary,Rural,Non-IDP School,Lakes
Female,13.0,Learner,Primary,Rural,Non-IDP School,Lakes
Male,11.0,Learner,Primary,Rural,Non-IDP School,Lakes
Female,10.0,Learner,Primary,Rural,Non-IDP School,Lakes
Male,56.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Lakes
Female,50.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Lakes
Female,22.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Lakes
Male,17.0,Learner,Primary,Rural,Non-IDP School,Lakes
Male,16.0,Learner,Primary,Rural,Non-IDP School,Lakes
Female,35.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Lakes
Female,30.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Lakes
Female,40.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Lakes
Female,30.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Lakes
Male,45.0,Teacher,Primary,Urban,Non-IDP School,Central Equatoria
Female,16.0,Learner,Primary,Rural,Non-IDP School,Lakes
Female,16.0,Learner,Primary,Rural,Non-IDP School,Lakes
Female,25.0,Teacher,Primary,Rural,Non-IDP School,Lakes
Male,43.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,17.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,9.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,48.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,9.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,45.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,12.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,45.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,45.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,9.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,18.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,50.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,10.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,12.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,14.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,17.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,13.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,18.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,7.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,9.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,14.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,40.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,50.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,35.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,13.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,55.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,39.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,10.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,24.0,Teacher,Primary,Urban,Non-IDP School,Western Equatoria
Male,27.0,Teacher,Primary,Urban,Non-IDP School,Western Equatoria
Male,32.0,Teacher,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Male,73.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,28.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,20.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,25.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Male,65.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,17.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,30.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Male,24.0,Teacher,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Male,72.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,50.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Male,43.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,25.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,35.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,11.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,14.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,26.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,10.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,27.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,19.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,11.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,45.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,11.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,32.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,12.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,11.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,20.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,10.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,52.0,Teacher,Primary,Urban,Non-IDP School,Eastern Equatoria
Male,16.0,Learner,Primary,Urban,IDP School,Eastern Equatoria
Male,21.0,Parent/guardian/sibling,Primary,Urban,IDP School,Eastern Equatoria
Male,28.0,Teacher,Primary,Rural,Non-IDP School,Central Equatoria
Female,10.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Male,35.0,Teacher,Primary,Urban,Non-IDP School,Central Equatoria
Female,15.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,12.0,Learner,Primary,Urban,Non-IDP School,Eastern Equatoria
Female,32.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Eastern Equatoria
Female,11.0,Learner,Primary,Urban,Non-IDP School,Eastern Equatoria
Female,47.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Eastern Equatoria
Female,10.0,Learner,Primary,Urban,Non-IDP School,Eastern Equatoria
Female,45.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Eastern Equatoria
Female,36.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Eastern Equatoria
Male,9.0,Learner,Primary,Urban,Non-IDP School,Eastern Equatoria
Female,12.0,Learner,Primary,Urban,Non-IDP School,Eastern Equatoria
Male,15.0,Learner,Primary,Urban,Non-IDP School,Eastern Equatoria
Female,30.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Eastern Equatoria
,,,,,,Jonglei
,,,,,,Jonglei
,,,,,,Jonglei
,,,,,,Jonglei
,,,,,,Jonglei
,,,,,,Jonglei
,,,,,,Jonglei
,,,,,,Jonglei
,,,,,,Jonglei
,,,,,,Jonglei
,,,,,,Jonglei
,,,,,,Jonglei
Male,10.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
,,,,,,Jonglei
,,,,,,Jonglei
,,,,,,Jonglei
,,,,,,Jonglei
,,,,,,Jonglei
,,,,,,Jonglei
,,,,,,Jonglei
,,,,,,Jonglei
,,,,,,Western Equatoria
Male,14.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
,,,,,,Northern Bahr el Ghazal
Male,32.0,Teacher,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
,,,,,,Northern Bahr el Ghazal
Male,25.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Male,58.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Western Equatoria
Female,18.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Male,22.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Female,29.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Western Equatoria
Male,38.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Western Equatoria
Female,18.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Female,52.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Western Equatoria
Male,18.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Female,17.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Female,38.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Western Equatoria
Male,23.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Female,22.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Male,42.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Western Equatoria
Female,21.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Female,28.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Western Equatoria
Male,20.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Male,29.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Western Equatoria
Male,19.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Female,22.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Male,20.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Male,23.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Female,23.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Female,19.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Female,24.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Female,19.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Male,46.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,20.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,52.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,12.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,32.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,35.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,14.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,39.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,20.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,40.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,41.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
